2023-03-05 01:07:18.112 | INFO     | __main__:<module>:397 - 连接数据库中...........
2023-03-05 01:07:18.204 | SUCCESS  | __main__:<module>:421 - link dbas 准备导入数据.....
2023-03-05 01:07:18.211 | SUCCESS  | __main__:<module>:487 - 单次下载数量:5
2023-03-05 01:07:18.212 | SUCCESS  | __main__:<module>:488 - 等待时间:1 并发数:5
2023-03-05 01:07:18.644 | INFO     | __main__:<module>:500 - 数据库共有113条图像数据
2023-03-05 01:07:18.648 | INFO     | __main__:process_urls:324 - 等待1秒继续并发
2023-03-05 01:07:29.050 | INFO     | __main__:download_imgs:369 - 等待1秒继续并发下载图片
2023-03-05 01:07:34.167 | WARNING  | __main__:save_img:238 - relink dowmload img 1次.....
2023-03-05 01:07:39.837 | SUCCESS  | __main__:download_imgs:383 - downloaded 5 img ......
2023-03-05 01:07:40.253 | INFO     | __main__:uni_tag:454 - 数据库tag表共有318条tag
2023-03-05 01:07:40.765 | INFO     | __main__:uni_tag:458 - 排除55个重复tag
2023-03-05 01:07:40.767 | SUCCESS  | __main__:<module>:558 - 保存38个tag到数据库
2023-03-05 01:07:40.928 | SUCCESS  | __main__:<module>:569 - added 5 img data into kimgdb....
2023-03-05 01:07:41.056 | INFO     | __main__:<module>:500 - 数据库共有118条图像数据
2023-03-05 01:07:41.059 | INFO     | __main__:process_urls:324 - 等待1秒继续并发
2023-03-05 01:07:46.223 | WARNING  | __main__:get_source:63 - relink get source.....
2023-03-05 01:07:46.225 | ERROR    | __main__:get_source:64 - 
2023-03-05 01:07:48.425 | ERROR    | __main__:get_source:87 - This post was deleted.
2023-03-05 01:08:18.963 | SUCCESS  | __main__:download_imgs:383 - downloaded 4 img ......
2023-03-05 01:08:19.331 | INFO     | __main__:uni_tag:454 - 数据库tag表共有330条tag
2023-03-05 01:08:19.849 | INFO     | __main__:uni_tag:458 - 排除44个重复tag
2023-03-05 01:08:19.851 | SUCCESS  | __main__:<module>:558 - 保存12个tag到数据库
2023-03-05 01:08:20.011 | SUCCESS  | __main__:<module>:569 - added 9 img data into kimgdb....
2023-03-05 01:08:20.140 | INFO     | __main__:<module>:500 - 数据库共有127条图像数据
2023-03-05 01:08:20.143 | INFO     | __main__:process_urls:324 - 等待1秒继续并发
2023-03-05 01:08:24.198 | ERROR    | __main__:get_source:87 - This post was deleted.
2023-03-05 01:08:50.225 | SUCCESS  | __main__:download_imgs:383 - downloaded 4 img ......
2023-03-05 01:08:50.604 | INFO     | __main__:uni_tag:454 - 数据库tag表共有340条tag
2023-03-05 01:08:51.119 | INFO     | __main__:uni_tag:458 - 排除50个重复tag
2023-03-05 01:08:51.121 | SUCCESS  | __main__:<module>:558 - 保存10个tag到数据库
2023-03-05 01:08:51.282 | SUCCESS  | __main__:<module>:569 - added 13 img data into kimgdb....
2023-03-05 01:08:51.408 | INFO     | __main__:<module>:500 - 数据库共有139条图像数据
2023-03-05 01:08:51.412 | INFO     | __main__:process_urls:324 - 等待1秒继续并发
2023-03-05 01:17:15.298 | INFO     | __main__:<module>:397 - 连接数据库中...........
2023-03-05 01:17:15.354 | SUCCESS  | __main__:<module>:421 - link dbas 准备导入数据.....
2023-03-05 01:17:15.357 | SUCCESS  | __main__:<module>:488 - 单次下载数量:10
2023-03-05 01:17:15.358 | SUCCESS  | __main__:<module>:489 - 等待时间:1 并发数:10
2023-03-05 01:17:15.359 | SUCCESS  | __main__:<module>:490 - 下载图片路径:C:\Users\S\Desktop\k_grab\pictures2
2023-03-05 01:17:15.741 | INFO     | __main__:<module>:502 - 数据库共有139条图像数据
2023-03-05 01:17:15.743 | INFO     | __main__:process_urls:324 - 等待1秒继续并发
2023-03-05 01:17:17.766 | ERROR    | __main__:get_source:79 - This post does not exist
2023-03-05 01:17:18.074 | ERROR    | __main__:get_source:79 - This post does not exist
2023-03-05 01:17:29.602 | SUCCESS  | __main__:download_imgs:383 - downloaded 8 img ......
2023-03-05 01:17:29.981 | INFO     | __main__:uni_tag:454 - 数据库tag表共有365条tag
2023-03-05 01:17:30.496 | INFO     | __main__:uni_tag:458 - 排除64个重复tag
2023-03-05 01:17:30.497 | SUCCESS  | __main__:<module>:560 - 保存25个tag到数据库
2023-03-05 01:17:30.662 | SUCCESS  | __main__:<module>:571 - added 8 img data into kimgdb....
2023-03-05 01:17:30.792 | INFO     | __main__:<module>:502 - 数据库共有147条图像数据
2023-03-05 01:17:30.794 | INFO     | __main__:process_urls:324 - 等待1秒继续并发
2023-03-05 01:17:33.272 | ERROR    | __main__:get_source:79 - This post does not exist
2023-03-05 01:17:41.950 | WARNING  | __main__:save_img:238 - relink dowmload img 1次.....
2023-03-05 01:17:46.427 | SUCCESS  | __main__:download_imgs:383 - downloaded 9 img ......
2023-03-05 01:17:46.815 | INFO     | __main__:uni_tag:454 - 数据库tag表共有398条tag
2023-03-05 01:17:47.387 | INFO     | __main__:uni_tag:458 - 排除71个重复tag
2023-03-05 01:17:47.388 | SUCCESS  | __main__:<module>:560 - 保存33个tag到数据库
2023-03-05 01:17:47.540 | SUCCESS  | __main__:<module>:571 - added 17 img data into kimgdb....
2023-03-05 01:17:47.661 | INFO     | __main__:<module>:502 - 数据库共有164条图像数据
2023-03-05 01:17:47.663 | INFO     | __main__:process_urls:324 - 等待1秒继续并发
2023-03-05 01:17:49.823 | ERROR    | __main__:get_source:79 - This post does not exist
2023-03-05 01:18:06.521 | SUCCESS  | __main__:download_imgs:383 - downloaded 9 img ......
2023-03-05 01:18:06.933 | INFO     | __main__:uni_tag:454 - 数据库tag表共有422条tag
2023-03-05 01:18:07.429 | INFO     | __main__:uni_tag:458 - 排除78个重复tag
2023-03-05 01:18:07.431 | SUCCESS  | __main__:<module>:560 - 保存24个tag到数据库
2023-03-05 01:18:07.587 | SUCCESS  | __main__:<module>:571 - added 26 img data into kimgdb....
2023-03-05 01:18:07.707 | INFO     | __main__:<module>:502 - 数据库共有190条图像数据
2023-03-05 01:18:07.710 | INFO     | __main__:process_urls:324 - 等待1秒继续并发
2023-03-05 01:18:10.121 | ERROR    | __main__:get_source:79 - This post does not exist
2023-03-05 01:18:22.927 | SUCCESS  | __main__:download_imgs:383 - downloaded 9 img ......
2023-03-05 01:18:23.302 | INFO     | __main__:uni_tag:454 - 数据库tag表共有441条tag
2023-03-05 01:18:23.807 | INFO     | __main__:uni_tag:458 - 排除65个重复tag
2023-03-05 01:18:23.810 | SUCCESS  | __main__:<module>:560 - 保存19个tag到数据库
2023-03-05 01:18:23.968 | SUCCESS  | __main__:<module>:571 - added 35 img data into kimgdb....
2023-03-05 01:18:24.095 | INFO     | __main__:<module>:502 - 数据库共有225条图像数据
2023-03-05 01:18:24.099 | INFO     | __main__:process_urls:324 - 等待1秒继续并发
2023-03-05 01:18:26.406 | ERROR    | __main__:get_source:87 - This post was deleted.
2023-03-05 01:18:43.136 | SUCCESS  | __main__:download_imgs:383 - downloaded 9 img ......
2023-03-05 01:18:43.556 | INFO     | __main__:uni_tag:454 - 数据库tag表共有463条tag
2023-03-05 01:18:44.038 | INFO     | __main__:uni_tag:458 - 排除79个重复tag
2023-03-05 01:18:44.040 | SUCCESS  | __main__:<module>:560 - 保存22个tag到数据库
2023-03-05 01:18:44.191 | SUCCESS  | __main__:<module>:571 - added 44 img data into kimgdb....
2023-03-05 01:18:44.307 | INFO     | __main__:<module>:502 - 数据库共有269条图像数据
2023-03-05 01:18:44.308 | INFO     | __main__:process_urls:324 - 等待1秒继续并发
2023-03-05 01:18:46.280 | ERROR    | __main__:get_source:79 - This post does not exist
2023-03-05 01:18:46.321 | ERROR    | __main__:get_source:87 - This post was deleted.
2023-03-05 01:18:46.404 | ERROR    | __main__:get_source:87 - This post was deleted.
2023-03-05 01:18:58.210 | SUCCESS  | __main__:download_imgs:383 - downloaded 7 img ......
2023-03-05 01:18:58.606 | INFO     | __main__:uni_tag:454 - 数据库tag表共有484条tag
2023-03-05 01:18:59.071 | INFO     | __main__:uni_tag:458 - 排除71个重复tag
2023-03-05 01:18:59.073 | SUCCESS  | __main__:<module>:560 - 保存21个tag到数据库
2023-03-05 01:18:59.232 | SUCCESS  | __main__:<module>:571 - added 51 img data into kimgdb....
2023-03-05 01:18:59.354 | INFO     | __main__:<module>:502 - 数据库共有320条图像数据
2023-03-05 01:18:59.357 | INFO     | __main__:process_urls:324 - 等待1秒继续并发
2023-03-05 01:19:02.536 | ERROR    | __main__:get_source:87 - This post was deleted.
2023-03-05 01:19:32.543 | SUCCESS  | __main__:download_imgs:383 - downloaded 9 img ......
2023-03-05 01:19:32.973 | INFO     | __main__:uni_tag:454 - 数据库tag表共有506条tag
